Array Design Name	DIASMGB-Wheat-WheatUG-9K-v2
Version	version 2
Provider	Per Gregersen (per.gregersen@agrsci.dk)
Comment[ArrayExpressAccession]	A-MEXP-556
Comment[SubmittedName]	DIASMGB-Wheat-WheatUG-9K-v2
Comment[Organism]	Triticum aestivum
Printing Protocol	A 9K wheat unigene set was kindly made available by Keith Edwards, Bristol University (www.cerealsdb.uk.net). This set of clones originates in 35 cDNA libraries prepared from a range of different tissues of the wheat plant but predominantly from tissues of the developing grain. Plasmid DNA mini-preparations were made from all clones using Millipore 96-well plates (MANNLY50, MAFBNOB50, Millipore) according to the manufacturer?s recommendations. The cDNA inserts were PCR amplified from 0.5-1 ?l DNA mini-preparation using the T3 and T7 flanking primers (30pmol) of the pBluescript cloning vector and Taq polymerase (0.8 U) (EP0402, Fermentas, LT) in 100?l reaction buffer (10 mM Tris, pH 8.8; 50 mM KCl; 0.08% Nonidet P40; 0.5 mM MgCl2; 0.3 mM (each) dNTP). The PCR reactions were performed in a MJResearch Cycler (MJResearch) and the cycling conditions were 5 min at 96?C, followed by 45 cycles of 30 sec at 96?C, 2 min at 58?C, 2 min at 72?C, and a final extension of 10 min at 72?C. PCR products were precipitated with 2.5 vol 96% ethanol and 1/10 vol 3 M NaAcetate, pH 6.0, left at least 2 h at ?20?C, and centrifuged 1 h, 4?C, 2600 rcf. The air-dried pellet was dissolved in 20 ?l of water. One ?l of each sample was run in a 1% agarose gel containing SYBR Green. The quality of the PCR products were visually inspected and abnormal or missing products were recorded. Five ?l (100-500 ?g) of each sample was vacuum-dried and re-dissolved in 5 ?l of 1 x QMT spotting buffer (S201100, Quantifoil, D). The samples were spotted onto QMT amino slides (S122025, Quantifoil, D) using a Chipwriter microarrayspotter (Eurogentec, B) with 24 Stealth MP3 pins (Telechem Int., US). Following spotting, the slides were UV cross-linked  at 250 mJ ( Stratalinker, Stratagene) and kept dry and in the dark at room temperature until hybridisation.
Technology Type	spotted_ds_DNA_features
Technology Type Term Accession Number	#spotted_ds_DNA_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	aminosilane
Surface Type Term Accession Number	#aminosilane
Surface Type Term Source REF	mo
Substrate Type	glass
Substrate Type Term Accession Number	#glass
Substrate Type Term Source REF	mo
Term Source Name	The MGED Ontology	mo	embl	tigr_tagi
Term Source File	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://mged.sourceforge.net/ontologies/MGEDontology.php	http://www.ebi.ac.uk/embl/	http://www.tigr.org/tigr-scripts/tgi/T_index.cgi?species=wheat
Term Source Version			
Comment[AdditionalFile:txt]	A-MEXP-556_comments.txt

[main]
Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[embl]	Reporter Database Entry[tigr_tagi]	Reporter Group[role]	Control Type
5	1	4	11	WheatUG-1_GS0059_A2	AL820378	TC219037	Experimental	
5	1	5	11	WheatUG-1_GS0055_C6	AL819214	TC208840	Experimental	
5	1	6	11	WheatUG-1_GS0051_E10	AL819632	TC195821	Experimental	
5	1	7	11	WheatUG-1_GS0051_G2	AL817731	TC190951	Experimental	
5	1	8	11	WheatUG-1_EXTRA_E10	CN009320		Experimental	
5	1	9	11	WheatUG-1_GS0047_C12	AL818606	TC227789	Experimental	
5	1	10	11	WheatUG-1_GS0047_E4	AL818749	TC223805	Experimental	
5	1	11	11	WheatUG-1_GS0043_G8	AL818215	TC211170	Experimental	
5	1	12	11	WheatUG-1_GS0043_A2	AL818091		Experimental	
5	1	13	11	WheatUG-1_GS0039_C6	AL816156		Experimental	
5	1	14	11	WheatUG-1_GS0035_E10	AL816616		Experimental	
6	1	2	11	WheatUG-1_GS0061_E4	AL821652		Experimental	
6	1	3	11	WheatUG-1_GS0057_G8	AL820010	TC187736	Experimental	
6	1	4	11	WheatUG-1_GS0057_A2	AL821831	TC203757	Experimental	
6	1	5	11	WheatUG-1_GS0053_C6	AL818969	TC192145	Experimental	
6	1	6	11	WheatUG-1_GS0049_E10	AL816900	TC193683	Experimental	
6	1	7	11	WheatUG-1_GS0049_G2	AL816776	TC206375	Experimental	
6	1	8	11	WheatUG-1_EXTRA_D18		TC218089 	Experimental	
6	1	9	11	WheatUG-1_GS0045_C12	AL817434	TC202157	Experimental	
6	1	10	11	WheatUG-1_GS0045_E4	AL817242	TC203267	Experimental	
6	1	11	11	WheatUG-1_GS0041_G8	AL815632	TC195131	Experimental	
6	1	12	11	WheatUG-1_GS0041_A2	AL815513	TC204232	Experimental	
6	1	13	11	WheatUG-1_GS0037_C6	AL815887		Experimental	
6	1	14	11	WheatUG-1_GS0033_E10	AL816365		Experimental	
7	1	2	11	WheatUG-1_GS0063_E3	AL820834		Experimental	
7	1	3	11	WheatUG-1_GS0059_G7	AL821792	TC194137	Experimental	
7	1	4	11	WheatUG-1_GS0059_A1	AL820110	TC221963	Experimental	
7	1	5	11	WheatUG-1_GS0055_C5	AL819199	TC224704	Experimental	
7	1	6	11	WheatUG-1_GS0051_E9	AL817871	TC190855	Experimental	
7	1	7	11	WheatUG-1_GS0051_G1	AL817716	TC224475	Experimental	
7	1	8	11	WheatUG-1_EXTRA_D2		TC174854	Experimental	
7	1	9	11	WheatUG-1_GS0047_C11	AL818935	TC223166	Experimental	
7	1	10	11	WheatUG-1_GS0047_E3	AL818726	TC188857	Experimental	
7	1	11	11	WheatUG-1_GS0043_G7	AL818200	TC227476	Experimental	
7	1	12	11	WheatUG-1_GS0043_A1	AL818080	TC203299	Experimental	
7	1	13	11	WheatUG-1_GS0039_C5	AL816142		Experimental	
7	1	14	11	WheatUG-1_GS0035_E9	AL816604		Experimental	
8	1	2	11	WheatUG-1_GS0061_E3	AL821995	TC224147	Experimental	
8	1	3	11	WheatUG-1_GS0057_G7	AL822000		Experimental	
8	1	4	11	WheatUG-1_GS0057_A1	AL821684	TC225847	Experimental	
8	1	5	11	WheatUG-1_GS0053_C5	AL818956	TC187663	Experimental	
8	1	6	11	WheatUG-1_GS0049_E9	AL816881	TC206691	Experimental	
8	1	7	11	WheatUG-1_GS0049_G1	AL816748	TC207697	Experimental	
8	1	8	11	WheatUG-1_EXTRA_C10		TC149375	Experimental	
8	1	9	11	WheatUG-1_GS0045_C11	AL817403	TC192119	Experimental	
8	1	10	11	WheatUG-1_GS0045_E3	AL817221	TC192226	Experimental	
8	1	11	11	WheatUG-1_GS0041_G7	AL815620	TC228393	Experimental	
8	1	12	11	WheatUG-1_GS0041_A1	AL815490	TC223350	Experimental	
8	1	13	11	WheatUG-1_GS0037_C5	AL815877	TC198687	Experimental	
8	1	14	11	WheatUG-1_GS0033_E9	AL816355		Experimental	
9	1	2	11	WheatUG-1_GS0031_E12	AL814610	TC209874	Experimental	
9	1	3	11	WheatUG-1_GS0031_G4	AL814423	TC193263	Experimental	
9	1	4	11	WheatUG-1_GS0027_A10	AL813779	TC191135	Experimental	
9	1	5	11	WheatUG-1_GS0027_C2	AL814262	TC205400	Experimental	
9	1	6	11	WheatUG-1_GS0023_E6	AL812872	TC205091	Experimental	
9	1	7	11	WheatUG-1_GS0019_G10	AL812367		Experimental	
9	1	8	11	WheatUG-1_GS0019_A4	AL812247	TC188539	Experimental	
9	1	9	11	WheatUG-1_GS0015_C8	AL811534		Experimental	
9	1	10	11	WheatUG-1_GS0011_E12	AL810688	TC213694	Experimental	
9	1	11	11	WheatUG-1_GS0011_G4	AL811843	TC211401	Experimental	
9	1	12	11	WheatUG-1_GS0007_A10	AL808345	TC189524	Experimental	
9	1	13	11	WheatUG-1_GS0007_C2	AL808222	TC193210	Experimental	
9	1	14	11	WheatUG-1_GS0003_E6	AL809162	TC224905	Experimental	
10	1	2	11	WheatUG-1_GS0029_E12	AL814883	TC194003	Experimental	
10	1	3	11	WheatUG-1_GS0029_G4	AL814679		Experimental	
10	1	4	11	WheatUG-1_GS0025_A10	AL813263	TC195667	Experimental	
10	1	5	11	WheatUG-1_GS0025_C2	AL813146	TC221560	Experimental	
10	1	6	11	WheatUG-1_GS0021_E6	AL812723		Experimental	
10	1	7	11	WheatUG-1_GS0017_G10	AL813462	TC216184	Experimental	
10	1	8	11	WheatUG-1_GS0017_A4	AL810652	TC207670	Experimental	
10	1	9	11	WheatUG-1_GS0013_C8	AL811083	TC187892	Experimental	
10	1	10	11	WheatUG-1_GS0009_E12	AL810199	TC217622	Experimental	
10	1	11	11	WheatUG-1_GS0009_G4	AL810051	TC208732	Experimental	
10	1	12	11	WheatUG-1_GS0005_A10	AL808852	TC196647	Experimental	
10	1	13	11	WheatUG-1_GS0005_C2	AL808711	TC220054	Experimental	
10	1	14	11	WheatUG-1_GS0001_E6	AL809520	TC222096	Experimental	
11	1	2	11	WheatUG-1_GS0031_E11	AL814587	TC214044	Experimental	
11	1	3	11	WheatUG-1_GS0031_G3	AL814403	TC206383	Experimental	
11	1	4	11	WheatUG-1_GS0027_A9	AL814371		Experimental	
11	1	5	11	WheatUG-1_GS0027_C1	AL814238	TC208507	Experimental	
11	1	6	11	WheatUG-1_GS0023_E5	AL812859		Experimental	
11	1	7	11	WheatUG-1_GS0019_G9	AL812352	TC202854	Experimental	
11	1	8	11	WheatUG-1_GS0019_A3	AL812233	TC192114	Experimental	
11	1	9	11	WheatUG-1_GS0015_C7	AL811514		Experimental	
11	1	10	11	WheatUG-1_GS0011_E11	AL812034	TC199306	Experimental	
11	1	11	11	WheatUG-1_GS0011_G3	AL811809	TC217953	Experimental	
11	1	12	11	WheatUG-1_GS0007_A9	AL808325	TC192948	Experimental	
11	1	13	11	WheatUG-1_GS0007_C1	AL809041	TC202765	Experimental	
12	1	2	11	WheatUG-1_GS0029_E11	AL814862	TC204507	Experimental	
12	1	3	11	WheatUG-1_GS0029_G3	AL814652	TC189744	Experimental	
12	1	4	11	WheatUG-1_GS0025_A9	AL813245	TC223524	Experimental	
12	1	5	11	WheatUG-1_GS0025_C1	AL813131		Experimental	
12	1	6	11	WheatUG-1_GS0021_E5	AL812699	TC196266	Experimental	
12	1	7	11	WheatUG-1_GS0017_G9	AL813449		Experimental	
12	1	8	11	WheatUG-1_GS0017_A3	AL810627	TC220500	Experimental	
12	1	9	11	WheatUG-1_GS0013_C7	AL811066	TC187747	Experimental	
12	1	10	11	WheatUG-1_GS0009_E11	AL810176	TC206188	Experimental	
12	1	11	11	WheatUG-1_GS0009_G3	AL810037	TC207782	Experimental	
12	1	12	11	WheatUG-1_GS0005_A9	AL808837	TC195304	Experimental	
12	1	14	11	WheatUG-1_GS0001_E5	AL809501	TC195315	Experimental	
1	1	2	12	WheatUG-1_GS0095_G8	AL829759		Experimental	
1	1	3	12	WheatUG-1_GS0095_A2	AL829648	TC214710	Experimental	
1	1	4	12	WheatUG-1_GS0091_C6	AL828464	TC219800	Experimental	
1	1	5	12	WheatUG-1_GS0087_E10	AL826771	TC206204	Experimental	
1	1	6	12	WheatUG-1_GS0087_G2	AL826617	TC211487	Experimental	
1	1	7	12	WheatUG-1_GS0083_A8	AL826222	TC205912	Experimental	
1	1	8	12	WheatUG-1_GS0079_C12	AL825231	TC191094	Experimental	
1	1	9	12	WheatUG-1_GS0079_E4	AL822978	TC197885	Experimental	
1	1	10	12	WheatUG-1_GS0075_G8	AL825981	TC207416	Experimental	
1	1	11	12	WheatUG-1_GS0075_A2	AL825856	TC205488	Experimental	
1	1	12	12	WheatUG-1_GS0071_C6	AL823153	TC206138	Experimental	
1	1	13	12	WheatUG-1_GS0067_E10	AL823282	TC191662	Experimental	
1	1	14	12	WheatUG-1_GS0067_G2	AL820663	TC197470	Experimental	
2	1	2	12	WheatUG-1_GS0093_G8	AL827791		Experimental	
2	1	3	12	WheatUG-1_GS0093_A2	AL828672	TC223067	Experimental	
2	1	4	12	WheatUG-1_GS0089_C6	AL827130	TC202816	Experimental	
2	1	5	12	WheatUG-1_GS0085_E10	AL828415	TC194127	Experimental	
2	1	6	12	WheatUG-1_GS0085_G2	AL828268	TC198504	Experimental	
2	1	7	12	WheatUG-1_GS0081_A8	AL825436		Experimental	
2	1	8	12	WheatUG-1_GS0077_C12	AL822714	TC210382	Experimental	
2	1	9	12	WheatUG-1_GS0077_E4	AL822471	TC191900	Experimental	
2	1	10	12	WheatUG-1_GS0073_G8	AL825088		Experimental	
2	1	11	12	WheatUG-1_GS0073_A2	AL824940	TC191622	Experimental	
2	1	12	12	WheatUG-1_GS0069_C6	AL821285	TC210259	Experimental	
2	1	13	12	WheatUG-1_GS0065_E10	AL821159		Experimental	
2	1	14	12	WheatUG-1_GS0065_G2	AL820925	TC203916	Experimental	
3	1	2	12	WheatUG-1_GS0095_G7	AL829741	TC192919	Experimental	
3	1	3	12	WheatUG-1_GS0095_A1	AL829636	TC208447	Experimental	
3	1	4	12	WheatUG-1_GS0091_C5	AL828452	TC208997	Experimental	
3	1	5	12	WheatUG-1_GS0087_E9	AL826755	TC213839	Experimental	
3	1	6	12	WheatUG-1_GS0087_G1	AL826599	TC215101	Experimental	
3	1	7	12	WheatUG-1_GS0083_A7	AL826208		Experimental	
3	1	8	12	WheatUG-1_GS0079_C11	AL825219	TC204945	Experimental	
3	1	9	12	WheatUG-1_GS0079_E3	AL822967	TC218473	Experimental	
3	1	10	12	WheatUG-1_GS0075_G7	AL825962	TC192499	Experimental	
3	1	11	12	WheatUG-1_GS0075_A1	AL825840	TC212424	Experimental	
3	1	12	12	WheatUG-1_GS0071_C5	AL823138	TC213044	Experimental	
3	1	13	12	WheatUG-1_GS0067_E9	AL823267	TC189750	Experimental	
3	1	14	12	WheatUG-1_GS0067_G1	AL820647	TC213691	Experimental	
4	1	2	12	WheatUG-1_GS0093_G7	AL827769	TC191324	Experimental	
4	1	3	12	WheatUG-1_GS0093_A1	AL828650	TC191697	Experimental	
4	1	4	12	WheatUG-1_GS0089_C5	AL827155	TC224459	Experimental	
4	1	5	12	WheatUG-1_GS0085_E9	AL828395		Experimental	
4	1	6	12	WheatUG-1_GS0085_G1	AL828249		Experimental	
4	1	7	12	WheatUG-1_GS0081_A7	AL825423	TC192729	Experimental	
4	1	8	12	WheatUG-1_GS0077_C11	AL822698	TC221951	Experimental	
4	1	9	12	WheatUG-1_GS0077_E3	AL822452	TC230914	Experimental	
4	1	10	12	WheatUG-1_GS0073_G7	AL825070		Experimental	
4	1	12	12	WheatUG-1_GS0069_C5	AL821263	TC203146	Experimental	
4	1	13	12	WheatUG-1_GS0065_E9	AL820888	TC221399	Experimental	
4	1	14	12	WheatUG-1_GS0065_G1	AL820775		Experimental	
5	1	2	12	WheatUG-1_GS0063_G4	AL820981		Experimental	
5	1	3	12	WheatUG-1_GS0059_A10	AL819994	TC222348	Experimental	
5	1	4	12	WheatUG-1_GS0059_C2	AL821687		Experimental	
5	1	5	12	WheatUG-1_GS0055_E6	AL819220	TC208009	Experimental	
5	1	6	12	WheatUG-1_GS0051_G10	AL819638	TC208278	Experimental	
5	1	7	12	WheatUG-1_GS0051_A4	AL817757	TC191564	Experimental	
5	1	8	12	WheatUG-1_EXTRA_E14		TC209790	Experimental	
5	1	9	12	WheatUG-1_GS0047_E12	AL818610	TC207585	Experimental	
5	1	10	12	WheatUG-1_GS0047_G4	AL818751		Experimental	
5	1	11	12	WheatUG-1_GS0043_A10	AL818234	TC206198	Experimental	
5	1	12	12	WheatUG-1_GS0043_C2	AL818095		Experimental	
5	1	13	12	WheatUG-1_GS0039_E6	AL816158		Experimental	
5	1	14	12	WheatUG-1_GS0035_G10	AL816619		Experimental	
6	1	2	12	WheatUG-1_GS0061_G4	AL821679	TC190771	Experimental	
6	1	3	12	WheatUG-1_GS0057_A10	AL820255		Experimental	
6	1	4	12	WheatUG-1_GS0057_C2	AL821865	TC220190	Experimental	
6	1	5	12	WheatUG-1_GS0053_E6	AL818971	TC200465	Experimental	
6	1	6	12	WheatUG-1_GS0049_G10	AL816910	TC189935	Experimental	
6	1	7	12	WheatUG-1_GS0049_A4	AL816791	TC213421	Experimental	
6	1	8	12	WheatUG-1_EXTRA_D22		TC225040 	Experimental	
6	1	9	12	WheatUG-1_GS0045_E12	AL817439		Experimental	
6	1	10	12	WheatUG-1_GS0045_G4	AL817246	TC187799	Experimental	
6	1	11	12	WheatUG-1_GS0041_A10	AL815653	TC223123	Experimental	
6	1	12	12	WheatUG-1_GS0041_C2	AL815516	TC219538	Experimental	
6	1	13	12	WheatUG-1_GS0037_E6	AL815891		Experimental	
6	1	14	12	WheatUG-1_GS0033_G10	AL816367	TC226131	Experimental	
7	1	2	12	WheatUG-1_GS0063_G3	AL820850	TC203776	Experimental	
7	1	3	12	WheatUG-1_GS0059_A9	AL821964	TC224902	Experimental	
7	1	4	12	WheatUG-1_GS0059_C1	AL820176	TC209783	Experimental	
7	1	5	12	WheatUG-1_GS0055_E5	AL819204	TC193929	Experimental	
7	1	6	12	WheatUG-1_GS0051_G9	AL817877		Experimental	
7	1	7	12	WheatUG-1_GS0051_A3	AL817734	TC208436	Experimental	
7	1	8	12	WheatUG-1_EXTRA_D6		TC153926	Experimental	
7	1	9	12	WheatUG-1_GS0047_E11	AL818940	TC222143	Experimental	
7	1	10	12	WheatUG-1_GS0047_G3	AL818732	TC202286	Experimental	
7	1	11	12	WheatUG-1_GS0043_A9	AL818217	TC196723	Experimental	
7	1	12	12	WheatUG-1_GS0043_C1	AL818083	TC221908	Experimental	
7	1	13	12	WheatUG-1_GS0039_E5	AL816145		Experimental	
7	1	14	12	WheatUG-1_GS0035_G9	AL816606		Experimental	
8	1	2	12	WheatUG-1_GS0061_G3	AL822046	TC218336	Experimental	
8	1	3	12	WheatUG-1_GS0057_A9	AL820070		Experimental	
8	1	4	12	WheatUG-1_GS0057_C1	AL821732	TC219291	Experimental	
8	1	5	12	WheatUG-1_GS0053_E5	AL818958	TC193190	Experimental	
8	1	6	12	WheatUG-1_GS0049_G9	AL816885	TC207555	Experimental	
8	1	7	12	WheatUG-1_GS0049_A3	AL816779		Experimental	
8	1	8	12	WheatUG-1_EXTRA_C14		TC151169 	Experimental	
8	1	9	12	WheatUG-1_GS0045_E11	AL817405	TC209773	Experimental	
8	1	10	12	WheatUG-1_GS0045_G3	AL817229	TC193137	Experimental	
8	1	11	12	WheatUG-1_GS0041_A9	AL815636		Experimental	
8	1	12	12	WheatUG-1_GS0041_C1	AL815495	TC207763	Experimental	
8	1	13	12	WheatUG-1_GS0037_E5	AL815880		Experimental	
8	1	14	12	WheatUG-1_GS0033_G9	AL816357		Experimental	
9	1	2	12	WheatUG-1_GS0031_G12	AL814614	TC206743	Experimental	
9	1	3	12	WheatUG-1_GS0031_A6	AL814448	TC213657	Experimental	
9	1	4	12	WheatUG-1_GS0027_C10	AL813783	TC225607	Experimental	
9	1	5	12	WheatUG-1_GS0027_E2	AL814266	TC208243	Experimental	
9	1	6	12	WheatUG-1_GS0023_G6	AL812878	TC188814	Experimental	
9	1	7	12	WheatUG-1_GS0019_A12	AL812380		Experimental	
9	1	8	12	WheatUG-1_GS0019_C4	AL812253	TC194964	Experimental	
9	1	9	12	WheatUG-1_GS0015_E8	AL811540	TC224316	Experimental	
9	1	10	12	WheatUG-1_GS0011_G12	AL810694		Experimental	
9	1	12	12	WheatUG-1_GS0007_C10	AL808353	TC223582	Experimental	
9	1	13	12	WheatUG-1_GS0007_E2	AL808226	TC226970	Experimental	
9	1	14	12	WheatUG-1_GS0003_G6	AL809165	TC190447	Experimental	
10	1	2	12	WheatUG-1_GS0029_G12	AL814886	TC206867	Experimental	
10	1	3	12	WheatUG-1_GS0029_A6	AL814716		Experimental	
10	1	4	12	WheatUG-1_GS0025_C10	AL813266	TC223443	Experimental	
10	1	5	12	WheatUG-1_GS0025_E2	AL813149		Experimental	
10	1	6	12	WheatUG-1_GS0021_G6	AL812726	TC221583	Experimental	
10	1	7	12	WheatUG-1_GS0017_A12	AL813486		Experimental	
10	1	8	12	WheatUG-1_GS0017_C4	AL810658	TC221756	Experimental	
10	1	9	12	WheatUG-1_GS0013_E8	AL811085		Experimental	
10	1	12	12	WheatUG-1_GS0005_C10	AL808854	TC198875	Experimental	
10	1	13	12	WheatUG-1_GS0005_E2	AL808715		Experimental	
10	1	14	12	WheatUG-1_GS0001_G6	AL809525		Experimental	
11	1	2	12	WheatUG-1_GS0031_G11	AL814590	TC199055	Experimental	
11	1	3	12	WheatUG-1_GS0031_A5	AL814433	TC191947	Experimental	
11	1	4	12	WheatUG-1_GS0027_C9	AL813760	TC207931	Experimental	
11	1	5	12	WheatUG-1_GS0027_E1	AL814245	TC187797	Experimental	
11	1	6	12	WheatUG-1_GS0023_G5	AL812861	TC190493	Experimental	
11	1	7	12	WheatUG-1_GS0019_A11	AL812370	TC229410	Experimental	
11	1	8	12	WheatUG-1_GS0019_C3	AL812235	TC229800	Experimental	
11	1	9	12	WheatUG-1_GS0015_E7	AL811524	TC195264	Experimental	
11	1	10	12	WheatUG-1_GS0011_G11	AL810670		Experimental	
11	1	11	12	WheatUG-1_GS0011_A5	AL811849		Experimental	
11	1	12	12	WheatUG-1_GS0007_C9	AL808328	TC214707	Experimental	
11	1	13	12	WheatUG-1_GS0007_E1	AL809044	TC192882	Experimental	
12	1	2	12	WheatUG-1_GS0029_G11	AL814871	TC191858	Experimental	
12	1	3	12	WheatUG-1_GS0029_A5	AL814690	TC190434	Experimental	
12	1	4	12	WheatUG-1_GS0025_C9	AL813250	TC217217	Experimental	
12	1	5	12	WheatUG-1_GS0025_E1	AL813136	TC206826	Experimental	
12	1	6	12	WheatUG-1_GS0021_G5	AL812703	TC207733	Experimental	
12	1	7	12	WheatUG-1_GS0017_A11	AL813465	TC202525	Experimental	
12	1	8	12	WheatUG-1_GS0017_C3	AL810632	TC194264	Experimental	
12	1	9	12	WheatUG-1_GS0013_E7	AL811071	TC188763	Experimental	
12	1	10	12	WheatUG-1_GS0009_G11	AL810186	TC194432	Experimental	
12	1	11	12	WheatUG-1_GS0009_A5	AL810054	TC207708	Experimental	
12	1	12	12	WheatUG-1_GS0005_C9	AL808840	TC189102	Experimental	
12	1	13	12	WheatUG-1_GS0005_E1	AL808700	TC192958	Experimental	
12	1	14	12	WheatUG-1_GS0001_G5	AL809504	TC220688	Experimental	
1	1	2	13	WheatUG-1_GS0095_A10	AL829781	TC215237	Experimental	
1	1	3	13	WheatUG-1_GS0095_C2	AL829655	TC216287	Experimental	
1	1	4	13	WheatUG-1_GS0091_E6	AL828466	TC192669	Experimental	
1	1	5	13	WheatUG-1_GS0087_G10	AL826784	TC222680	Experimental	
1	1	6	13	WheatUG-1_GS0087_A4	AL826641	TC193992	Experimental	
1	1	7	13	WheatUG-1_GS0083_C8	AL826224	TC201810	Experimental	
1	1	8	13	WheatUG-1_GS0079_E12	AL825240		Experimental	
1	1	9	13	WheatUG-1_GS0079_G4	AL822983		Experimental	
1	1	10	13	WheatUG-1_GS0075_A10	AL825999		Experimental	
1	1	11	13	WheatUG-1_GS0075_C2	AL825858	TC190364	Experimental	
1	1	12	13	WheatUG-1_GS0071_E6	AL823157		Experimental	
1	1	13	13	WheatUG-1_GS0067_G10	AL823284	TC222497	Experimental	
1	1	14	13	WheatUG-1_GS0067_A4	AL820680	TC191994	Experimental	
2	1	2	13	WheatUG-1_GS0093_A10	AL827812	TC225715	Experimental	
2	1	3	13	WheatUG-1_GS0093_C2	AL828674	TC220843	Experimental	
2	1	4	13	WheatUG-1_GS0089_E6	AL827126	TC208148	Experimental	
2	1	5	13	WheatUG-1_GS0085_G10	AL828417		Experimental	
2	1	6	13	WheatUG-1_GS0085_A4	AL828290	TC193741	Experimental	
2	1	7	13	WheatUG-1_GS0081_C8	AL825439		Experimental	
2	1	8	13	WheatUG-1_GS0077_E12	AL822716	TC191586	Experimental	
2	1	9	13	WheatUG-1_GS0077_G4	AL822475		Experimental	
2	1	10	13	WheatUG-1_GS0073_A10	AL825113	TC190044	Experimental	
2	1	11	13	WheatUG-1_GS0073_C2	AL824948	TC203981	Experimental	
2	1	12	13	WheatUG-1_GS0069_E6	AL821289	TC218421	Experimental	
2	1	13	13	WheatUG-1_GS0065_G10	AL820419		Experimental	
2	1	14	13	WheatUG-1_GS0065_A4	AL821099	TC195126	Experimental	
3	1	2	13	WheatUG-1_GS0095_A9	AL829767	TC204667	Experimental	
3	1	3	13	WheatUG-1_GS0095_C1	AL829639	TC204546	Experimental	
3	1	4	13	WheatUG-1_GS0091_E5	AL828456	TC211559	Experimental	
3	1	5	13	WheatUG-1_GS0087_G9	AL826758	TC190947	Experimental	
3	1	6	13	WheatUG-1_GS0087_A3	AL826622	TC194445	Experimental	
3	1	7	13	WheatUG-1_GS0083_C7	AL826211	TC195391	Experimental	
3	1	8	13	WheatUG-1_GS0079_E11	AL825221		Experimental	
3	1	9	13	WheatUG-1_GS0079_G3	AL822971	TC222546	Experimental	
3	1	10	13	WheatUG-1_GS0075_A9	AL825986	TC228376	Experimental	
3	1	11	13	WheatUG-1_GS0075_C1	AL825842	TC205682	Experimental	
3	1	12	13	WheatUG-1_GS0071_E5	AL823141	TC198392	Experimental	
3	1	13	13	WheatUG-1_GS0067_G9	AL823272		Experimental	
3	1	14	13	WheatUG-1_GS0067_A3	AL820666		Experimental	
4	1	2	13	WheatUG-1_GS0093_A9	AL827796	TC208680	Experimental	
4	1	3	13	WheatUG-1_GS0093_C1	AL828653	TC206737	Experimental	
4	1	4	13	WheatUG-1_GS0089_E5	AL827152	TC209312	Experimental	
4	1	5	13	WheatUG-1_GS0085_G9	AL828400		Experimental	
4	1	6	13	WheatUG-1_GS0085_A3	AL828272	TC193876	Experimental	
4	1	7	13	WheatUG-1_GS0081_C7	AL825425	TC206781	Experimental	
4	1	8	13	WheatUG-1_GS0077_E11	AL822702	TC189178	Experimental	
4	1	9	13	WheatUG-1_GS0077_G3	AL822454	TC216434	Experimental	
4	1	10	13	WheatUG-1_GS0073_A9	AL825095	TC210838	Experimental	
4	1	12	13	WheatUG-1_GS0069_E5	AL821269	TC224487	Experimental	
4	1	14	13	WheatUG-1_GS0065_A3	AL820958	TC222004	Experimental	
5	1	2	13	WheatUG-1_GS0063_A6	AL821141	TC201427	Experimental	
5	1	3	13	WheatUG-1_GS0059_C10	AL820015	TC207361	Experimental	
5	1	4	13	WheatUG-1_GS0059_E2	AL821814	TC195600	Experimental	
5	1	5	13	WheatUG-1_GS0055_G6	AL819233		Experimental	
5	1	6	13	WheatUG-1_GS0051_A12	AL819653	TC203949	Experimental	
5	1	7	13	WheatUG-1_GS0051_C4	AL817767	TC227509	Experimental	
5	1	9	13	WheatUG-1_GS0047_G12	AL818613		Experimental	
5	1	10	13	WheatUG-1_GS0047_A6	AL818779	TC194319	Experimental	
5	1	11	13	WheatUG-1_GS0043_C10	AL818236	TC226587	Experimental	
5	1	12	13	WheatUG-1_GS0043_E2	AL818104	TC227056	Experimental	
5	1	13	13	WheatUG-1_GS0039_G6	AL816160		Experimental	
5	1	14	13	WheatUG-1_GS0035_A12	AL815710		Experimental	
6	1	2	13	WheatUG-1_GS0061_A6	AL822004		Experimental	
6	1	3	13	WheatUG-1_GS0057_C10	AL820297		Experimental	
6	1	4	13	WheatUG-1_GS0057_E2	AL821895	TC188647	Experimental	
6	1	5	13	WheatUG-1_GS0053_G6	AL818978		Experimental	
6	1	6	13	WheatUG-1_GS0049_A12	AL816934	TC191464	Experimental	
6	1	7	13	WheatUG-1_GS0049_C4	AL816798		Experimental	
6	1	8	13	WheatUG-1_EXTRA_E2		TC195133	Experimental	
6	1	9	13	WheatUG-1_GS0045_G12	AL817444	TC206268	Experimental	
6	1	10	13	WheatUG-1_GS0045_A6	AL817268		Experimental	
6	1	11	13	WheatUG-1_GS0041_C10	AL815655	TC190402	Experimental	
6	1	12	13	WheatUG-1_GS0041_E2	AL815523		Experimental	
6	1	13	13	WheatUG-1_GS0037_G6	AL815894		Experimental	
6	1	14	13	WheatUG-1_GS0033_A12	AL816381		Experimental	
